* Konfiguration
*
*
* Populationsgroesse festlegen
* Definiert die Größe der Population für die Lösung mit Simulated Annealing. Default: 1000
? sa.population_size=100
* Definiert die Größe der Population für die Lösung mit Ant Colony Optimization. Default: 10000
? aco.population_size=1024
*
* Maximale Anzahl von Umläufen
* Die grösste erwartete Anzahl von Umläufen in einer Lösung. Zu kleine Werte führen dazu, dass das Programm nicht korrekt arbeitet.
* Zu grosse Werte führen zu einem unnötig großen Speicherverbrauch.
* Default: 700
? aco.max_num_of_circulations=867
*
* Maximale Länge eines Umlaufs.
* Beeinflusst den Speicherbedarf.
* Default: 50
? aco.max_circulation_length=40
? sa.max_circulation_length=80
*
* Verbindungsfahrten überprüfen
* Die Input-Datei enthält möglicherweise Verbindungsfahrten, deren Dauer oder Laufzeit mit 0 angegeben ist. Wenn 'check_emtpy_trips'
* gleich 'true' ist wird dies überprüft und falls nötig werden die Dauer bzw. die Laufzeit mit Durchschnittswerden überschrieben.
? check_emtpy_trips=true
*
* Servicefahrten überprüfen
* Die Input-Datei enthält möglicherweise nicht für alle Haltestellen, an denen Servicefahrten enden eine Verbindungsfahrt zu einem
* in der Input-Datei definierten Depot. Wenn 'check_service_trips' gleich 'true' ist wird dies überprüft und falls nötig werden
* neue Verbindungsfahrten erzeugt, die die Haltestellen der betroffenen Servicefahrten mit Depots verbinden.
? check_service_trips=true
*? check_service_trips=false
*
* Depots festlegen
* Definiert, nach welchem Verfahren die Depots festgelegt werden.
* no_service_trip:	Jede Haltestelle, an der keine Servicefahrten ankommen oder abgehen wird als Depot angesehen.
* one_digit_id:		Jede Haltestelle mit einstelliger Legacy-Id wird als Depot angesehen.
*?depot_detection_mode=no_service_trip
?depot_detection_mode=one_digit_id
*
* Haltestellennamen
* true: Die Haltestellennamen werden durch zufällig ausgewählte Strassennamen ersetzt.
*?use_random_streetnames=false
?use_random_streetnames=true
*
$CHARGINGSYSTEM:ID;Name
0;Plugin
1;Panthograph/Overhead
2;Battery Change
3;Induction
*
$STOPPOINT:ID;Code;Name;VehCapacityForCharging
44;44;44;;;;;;;;
37;37;37;;;;;;;;
38;38;38;;;;;;;;
39;39;39;;;;;;;;
35;35;35;;;;;;;;
71;71;71;;;;;;;;
41;41;41;;;;;;;;
*
$VEHICLETYPE:ID;Code;Name;VehCharacteristic;VehClass;CurbWeightKg;VehCost;KmCost;HourCost;Capacity;BatteryCapacity;ConsumptionPerServiceJourneyKm;ConsumptionPerDeadheadKm;RechargingCost;SlowRechargingTime;FastRechargingTime;ChargingSystem
1;RB_BEV_BYD_12m;BYD_ebus;1;12m;13300;100000;1;100;1000;120;1,296;1,296;1000;18000;5760;0,2
2;RB_BEV_BYD_12m;BYD_40-ft Electric Transit Bus (2014);1;12m;14500;100000;1;100;1000;120;1,296;1,296;1000;14400;5760;0,2
3;AB_BEV_BYD_18m;BYD_60-ft Electric Transit Bus (2014);2;18m;21500;100000;1;100;1000;150;1,990909091;1,990909091;1000;10800;7200;0,2
4;RB_BEV_Siemens+Rampini_8m;Siemens+Rampini_ebus;1;8m;8500;100000;1;100;1000;66;0,8;0,8;1000;-;360;0,1,2
5;RB_BEV_Solaris_9m;Solaris_urbino electric 8.9 LE;1;8m;-;100000;1;100;1000;66;0,3;0,3;1000;-;420;0,1
6;RB_BEV_Solaris_12m;Solaris_urbino electric 12 (Braunschweig);1;12m;13000;100000;1;100;1000;70;0,6;0,6;1000;-;420;0,1
7;RB_BEV_Solaris_12m;Solaris_urbino electric 12;1;12m;-;100000;1;100;1000;70;0,6;0,6;1000;-;420;0,1
8;AB_BEV_Solaris_18m;Solaris_urbino electric 18;2;18m;-;100000;1;100;1000;70;0,3;0,3;1000;-;420;0,1
9;AB_FCBEV_Solaris_19m;Solaris_urbino electric 18.75;2;18m;-;100000;1;100;1000;60;0,4;0,4;1000;-;420;0,1
*
$VEHICLETYPEGROUP:ID;Code;Name
1;1;EBus
2;2;EBus_w_Range_Extension
*
$VEHTYPETOVEHTYPEGROUP:VehTypeID;VehTypeGroupID
1;1
2;1
3;1
4;1
5;1
6;1
7;1
8;1
9;1
*
$VEHTYPECAPTOSTOPPOINT:VehTypeID;StoppointID;Min;Max;;;;;;;
*
$VEHTYPETOCHARGINGSTATION:VehTypeID;StoppointID
1;8890
1;8886
1;8880
1;8884
1;8885
1;8812
1;8888
1;8889
1;8357
1;8881
1;9698
1;8399
1;8444
1;8882
1;8883
1;9290
1;8361
1;8631
1;8951
1;8271
1;8355
1;9110
1;8632
1;8569
1;9362
1;8354
1;8564
1;8562
1;8272
1;8319
1;8646
1;8429
1;8875
1;8913
1;8378
1;8887
1;9140
1;8241
1;8320
1;8844
1;8954
1;8386
1;9104
1;8260
1;8385
1;8603
1;8747
1;8916
1;8867
1;8206
1;8458
1;8459
1;8524
1;8568
1;8826
1;9375
1;9189
1;9190
1;8865
1;9085
1;8390
1;8521
1;8624
1;8623
1;8641
1;8726
1;9203
1;9024
1;9025
1;8922
1;9064
1;9144
1;9700
1;8264
1;8208
1;8358
1;8353
1;8479
1;8570
1;8698
1;8736
1;8992
1;9003
1;8872
1;8953
1;9683
1;9701
1;8211
1;8296
1;8309
1;8332
1;8323
1;8356
1;8362
1;8387
1;8392
1;9222
1;8507
1;8533
1;8613
1;8642
1;8647
1;8648
1;8659
1;8652
1;8657
1;8658
1;8675
1;9705
1;9704
1;8774
1;9708
1;8993
1;9004
1;9018
1;8866
1;9048
1;9057
1;9129
1;9132
1;9090
1;9289
1;8212
1;9223
1;8218
1;9216
1;8259
1;8265
1;8207
1;9380
1;8333
1;8336
1;8334
1;8313
1;9220
1;9305
1;8393
1;8391
1;8395
1;8396
1;8422
1;8450
1;8453
1;8470
1;8499
1;8506
1;8525
1;8534
1;8546
1;8547
1;8556
1;8577
1;8567
1;9274
1;8601
1;8628
1;8629
1;8639
1;8674
1;8673
1;8685
1;8697
1;9712
1;8702
1;8706
1;8708
1;8745
1;8773
1;8758
1;8759
1;8761
1;8808
1;8777
1;8814
1;8840
1;8839
1;8843
1;8852
1;8983
1;8989
1;8996
1;9005
1;9379
1;8981
1;8970
1;9019
1;9021
1;9044
1;9267
1;9069
1;9075
1;9054
1;9062
1;8929
1;8957
1;9109
1;9157
1;9139
1;9148
1;9149
1;9124
1;9123
1;9127
1;9094
1;9096
1;16
1;1
*
$SERVICEJOURNEY:ID;LineID;FromStopID;ToStopID;DepTime;ArrTime;MinAheadTime;MinLayoverTime;VehTypeGroupID;MaxShiftBackwardSeconds;MaxShiftForwardSeconds;Distance
65587;1;9140;8890;000:04:44:00;000:04:54:10;0;0;1;0;0;3050
65542;1;8881;8357;000:05:25:00;000:05:41:45;0;0;1;0;0;5025
65562;1;8361;8890;000:05:55:00;000:06:12:19;0;0;1;0;0;5195
65592;1;8881;9140;000:06:31:00;000:06:41:00;0;0;1;0;0;3000
65561;1;9140;8890;000:06:42:00;000:06:52:10;0;0;1;0;0;3050
65540;1;8881;8357;000:06:57:00;000:07:16:26;0;0;1;0;0;5830
65537;1;8361;8890;000:07:05:00;000:07:26:56;0;0;1;0;0;6580
65563;1;8881;8357;000:07:13:00;000:07:30:41;0;0;1;0;0;5305
65582;1;8361;8890;000:07:24:00;000:07:45:56;0;0;1;0;0;6580
65539;1;8881;8357;000:07:38:00;000:07:57:26;0;0;1;0;0;5830
65566;1;8361;8890;000:08:05:00;000:08:24:00;0;0;1;0;0;5700
65593;1;8881;8357;000:08:08:00;000:08:27:26;0;0;1;0;0;5830
65567;1;8361;8890;000:08:35:00;000:08:54:00;0;0;1;0;0;5700
65547;1;8881;8357;000:08:38:00;000:08:57:26;0;0;1;0;0;5830
65569;1;8361;8890;000:09:35:00;000:09:54:00;0;0;1;0;0;5700
65541;1;8881;8357;000:09:38:00;000:09:57:26;0;0;1;0;0;5830
65568;1;8361;8890;000:10:35:00;000:10:54:00;0;0;1;0;0;5700
65543;1;8881;8357;000:10:38:00;000:10:57:26;0;0;1;0;0;5830
65571;1;8361;8890;000:11:35:00;000:11:54:00;0;0;1;0;0;5700
65544;1;8881;8357;000:11:38:00;000:11:57:26;0;0;1;0;0;5830
65572;1;8361;8890;000:12:05:00;000:12:24:00;0;0;1;0;0;5700
65545;1;8881;8357;000:12:08:00;000:12:27:26;0;0;1;0;0;5830
65573;1;8361;8890;000:12:35:00;000:12:54:00;0;0;1;0;0;5700
65546;1;8881;8357;000:12:38:00;000:12:57:26;0;0;1;0;0;5830
65574;1;8361;8890;000:13:05:00;000:13:24:00;0;0;1;0;0;5700
65575;1;8881;8357;000:13:08:00;000:13:27:26;0;0;1;0;0;5830
65565;1;8361;8890;000:13:35:00;000:13:54:00;0;0;1;0;0;5700
65548;1;8881;8357;000:13:38:00;000:13:57:26;0;0;1;0;0;5830
65576;1;8361;8890;000:14:05:00;000:14:24:00;0;0;1;0;0;5700
65549;1;8881;8357;000:14:08:00;000:14:27:26;0;0;1;0;0;5830
65577;1;8361;8890;000:14:35:00;000:14:54:00;0;0;1;0;0;5700
65550;1;8881;8357;000:15:00:00;000:15:19:26;0;0;1;0;0;5830
65570;1;8361;8890;000:15:35:00;000:15:54:00;0;0;1;0;0;5700
65551;1;8881;8357;000:15:38:00;000:15:57:26;0;0;1;0;0;5830
65578;1;8361;8890;000:16:05:00;000:16:24:00;0;0;1;0;0;5700
65552;1;8881;8357;000:16:08:00;000:16:27:26;0;0;1;0;0;5830
65579;1;8361;8890;000:16:35:00;000:16:54:00;0;0;1;0;0;5700
65553;1;8881;8357;000:16:38:00;000:16:57:26;0;0;1;0;0;5830
65580;1;8361;8890;000:17:05:00;000:17:24:00;0;0;1;0;0;5700
65554;1;8881;8357;000:17:08:00;000:17:27:26;0;0;1;0;0;5830
65597;1;8881;8357;000:17:38:00;000:17:57:26;0;0;1;0;0;5830
65583;1;8361;8890;000:17:45:00;000:18:04:00;0;0;1;0;0;5700
65598;1;8361;8890;000:18:05:00;000:18:24:00;0;0;1;0;0;5700
65556;1;8881;8357;000:18:08:00;000:18:27:26;0;0;1;0;0;5830
65584;1;8361;8890;000:18:35:00;000:18:54:00;0;0;1;0;0;5700
65557;1;8881;8357;000:18:38:00;000:18:57:26;0;0;1;0;0;5830
65588;1;8361;8890;000:19:35:00;000:19:54:00;0;0;1;0;0;5700
65558;1;8881;8357;000:19:38:00;000:19:57:26;0;0;1;0;0;5830
65591;1;8361;8890;000:20:02:00;000:20:18:19;0;0;1;0;0;4895
65599;1;8881;8357;000:20:08:00;000:20:24:45;0;0;1;0;0;5025
65600;1;8361;8890;000:20:35:00;000:20:51:19;0;0;1;0;0;4895
65589;1;9140;8890;000:22:04:00;000:22:14:10;0;0;1;0;0;3050
65560;1;8881;9140;000:23:03:00;000:23:13:00;0;0;1;0;0;3000
65590;1;9140;8890;000:23:13:00;000:23:23:10;0;0;1;0;0;3050
262147;4;8887;9203;000:05:10:00;000:05:31:00;0;0;1;0;0;6300
262160;4;9375;8890;000:06:06:00;000:06:27:01;0;0;1;0;0;6305
262159;4;8887;8826;000:06:57:00;000:07:13:00;0;0;1;0;0;4800
262149;4;8887;8826;000:07:37:00;000:07:53:00;0;0;1;0;0;4800
262145;4;8358;8826;000:07:40:00;000:07:50:11;0;0;1;0;0;3055
262152;4;8826;8890;000:07:55:00;000:08:10:41;0;0;1;0;0;4705
262157;4;8887;9203;000:12:55:00;000:13:17:03;0;0;1;0;0;6615
262146;4;8358;8814;000:13:03:00;000:13:09:46;0;0;1;0;0;2030
262151;4;8843;9203;000:13:23:00;000:13:31:00;0;0;1;0;0;2400
262153;4;9375;8890;000:13:42:00;000:14:05:48;0;0;1;0;0;7140
262158;4;9375;8890;000:14:06:00;000:14:29:48;0;0;1;0;0;7140
262154;4;8826;8890;000:16:09:00;000:16:28:18;0;0;1;0;0;5790
262148;4;8887;9203;000:21:10:00;000:21:32:03;0;0;1;0;0;6615
262150;4;9375;8890;000:21:23:00;000:21:46:48;0;0;1;0;0;7140
262155;4;9375;8890;000:22:06:00;000:22:28:00;0;0;1;0;0;6600
327695;5;8745;8362;000:05:04:00;000:05:08:00;0;0;1;0;0;1200
327696;5;8399;8399;000:05:25:00;000:05:44:00;0;0;1;0;0;5700
327681;5;8399;8399;000:06:30:00;000:06:49:00;0;0;1;0;0;5700
327682;5;8399;8399;000:06:58:00;000:07:18:00;0;0;1;0;0;6000
327683;5;8399;8399;000:07:35:00;000:07:55:00;0;0;1;0;0;6000
327684;5;8399;8399;000:08:25:00;000:08:48:00;0;0;1;0;0;6900
327685;5;8399;8399;000:09:25:00;000:09:48:00;0;0;1;0;0;6900
327686;5;8399;8399;000:10:25:00;000:10:48:00;0;0;1;0;0;6900
327687;5;8399;8399;000:11:25:00;000:11:48:00;0;0;1;0;0;6900
327688;5;8399;8399;000:12:25:00;000:12:48:00;0;0;1;0;0;6900
327689;5;8399;8399;000:13:15:00;000:13:38:00;0;0;1;0;0;6900
327690;5;8399;8399;000:14:15:00;000:14:38:00;0;0;1;0;0;6900
327698;5;8399;8357;000:15:15:00;000:15:32:00;0;0;1;0;0;5100
327692;5;8399;8399;000:16:15:00;000:16:38:00;0;0;1;0;0;6900
327693;5;8399;8399;000:17:15:00;000:17:38:00;0;0;1;0;0;6900
327694;5;8399;8357;000:18:15:00;000:18:32:00;0;0;1;0;0;5100
393235;6;8355;8361;000:06:15:00;000:06:45:00;0;0;1;0;0;9000
393231;6;8355;8357;000:06:39:00;000:07:15:42;0;0;1;0;0;11010
393237;6;8355;8357;000:07:09:00;000:07:45:42;0;0;1;0;0;11010
393233;6;8355;8357;000:07:35:00;000:08:11:42;0;0;1;0;0;11010
393217;6;8355;8357;000:08:02:00;000:08:47:35;0;0;1;0;0;13675
393232;6;8355;8357;000:09:02:00;000:09:47:35;0;0;1;0;0;13675
393218;6;8355;8357;000:11:32:00;000:12:17:00;0;0;1;0;0;13500
393230;6;8355;8399;000:12:32:00;000:13:14:00;0;0;1;0;0;12600
393222;6;8355;8357;000:13:02:00;000:13:47:00;0;0;1;0;0;13500
393234;6;8355;8399;000:13:32:00;000:14:14:00;0;0;1;0;0;12600
393225;6;8355;8357;000:14:02:00;000:14:47:00;0;0;1;0;0;13500
393236;6;8355;8399;000:15:32:00;000:16:14:00;0;0;1;0;0;12600
393227;6;8355;8399;000:16:32:00;000:17:14:00;0;0;1;0;0;12600
393219;6;8355;8399;000:17:32:00;000:18:14:00;0;0;1;0;0;12600
393228;6;8355;8357;000:18:35:00;000:19:20:00;0;0;1;0;0;13500
393229;6;8355;8361;000:19:25:00;000:19:43:35;0;0;1;0;0;5575
458763;7;9044;8890;000:06:40:00;000:07:10:03;0;0;1;0;0;9015
458771;7;9379;8890;000:06:48:00;000:07:22:45;0;0;1;0;0;10425
458768;7;8812;8890;000:06:50:00;000:07:27:16;0;0;1;0;0;11180
458760;7;9021;8890;000:06:58:00;000:07:22:26;0;0;1;0;0;7330
458767;7;9048;8890;000:07:00:00;000:07:24:34;0;0;1;0;0;7370
458772;7;9362;8890;000:08:21:00;000:09:01:01;0;0;1;0;0;12005
458770;7;8812;8890;000:08:34:00;000:09:35:35;0;0;1;0;0;18475
458764;7;8888;9024;000:10:35:00;000:11:04:00;0;0;1;0;0;8700
458762;7;8886;8812;000:11:15:00;000:11:45:29;0;0;1;0;0;9145
458759;7;8888;8271;000:11:35:00;000:11:48:15;0;0;1;0;0;3975
458754;7;8888;8953;000:12:25:00;000:13:04:46;0;0;1;0;0;11930
458757;7;8888;9019;000:13:15:00;000:13:52:22;0;0;1;0;0;11210
458756;7;8886;8812;000:13:15:00;000:13:47:56;0;0;1;0;0;9880
458755;7;8886;8812;000:13:20:00;000:14:14:02;0;0;1;0;0;16210
458766;7;8812;8953;000:14:07:00;000:14:19:18;0;0;1;0;0;3690
458761;7;8886;8951;000:15:15:00;000:15:31:49;0;0;1;0;0;5045
524305;8;9701;8890;000:04:22:00;000:04:55:00;0;0;1;0;0;9900
524304;8;9290;8890;000:05:26:00;000:05:50:00;0;0;1;0;0;7200
524294;8;9701;8890;000:05:42:00;000:06:15:00;0;0;1;0;0;9900
524306;8;9290;8890;000:06:20:00;000:06:49:00;0;0;1;0;0;8700
524289;8;8260;8890;000:06:32:00;000:06:48:00;0;0;1;0;0;4800
524291;8;9085;8890;000:06:37:00;000:07:02:00;0;0;1;0;0;7500
524290;8;8260;8890;000:06:48:00;000:07:06:00;0;0;1;0;0;5400
524327;8;9290;8890;000:06:53:00;000:07:20:00;0;0;1;0;0;8100
524326;8;8260;8890;000:06:59:00;000:07:20:00;0;0;1;0;0;6300
524322;8;9698;8890;000:07:22:00;000:07:58:00;0;0;1;0;0;10800
524308;8;9290;8890;000:07:56:00;000:08:25:00;0;0;1;0;0;8700
524293;8;9698;8890;000:08:22:00;000:08:58:00;0;0;1;0;0;10800
524309;8;9698;8890;000:09:22:00;000:09:58:00;0;0;1;0;0;10800
524310;8;9290;8890;000:09:58:00;000:10:27:00;0;0;1;0;0;8700
524295;8;9698;8890;000:10:22:00;000:10:58:00;0;0;1;0;0;10800
524311;8;9290;8890;000:10:58:00;000:11:27:00;0;0;1;0;0;8700
524296;8;9698;8890;000:11:22:00;000:11:58:00;0;0;1;0;0;10800
524312;8;9700;8890;000:12:23:00;000:12:58:00;0;0;1;0;0;10500
524324;8;9290;8890;000:12:58:00;000:13:27:00;0;0;1;0;0;8700
524297;8;9700;8890;000:13:23:00;000:13:58:00;0;0;1;0;0;10500
524325;8;9698;8890;000:14:22:00;000:14:58:00;0;0;1;0;0;10800
524313;8;9290;8890;000:14:58:00;000:15:27:00;0;0;1;0;0;8700
524298;8;9698;8890;000:15:22:00;000:15:58:00;0;0;1;0;0;10800
524314;8;9290;8890;000:15:58:00;000:16:27:00;0;0;1;0;0;8700
524299;8;9698;8890;000:16:22:00;000:16:58:00;0;0;1;0;0;10800
524315;8;9290;8890;000:16:58:00;000:17:27:00;0;0;1;0;0;8700
524300;8;9698;8890;000:17:22:00;000:17:58:00;0;0;1;0;0;10800
524316;8;9290;8890;000:17:58:00;000:18:27:00;0;0;1;0;0;8700
524301;8;9698;8890;000:18:22:00;000:18:58:00;0;0;1;0;0;10800
524317;8;9290;8890;000:18:58:00;000:19:27:00;0;0;1;0;0;8700
524302;8;9698;8890;000:19:22:00;000:19:58:00;0;0;1;0;0;10800
524318;8;9290;8890;000:19:58:00;000:20:27:00;0;0;1;0;0;8700
524303;8;9698;8890;000:20:22:00;000:20:58:00;0;0;1;0;0;10800
524319;8;9698;8890;000:21:35:00;000:22:01:00;0;0;1;0;0;7800
524320;8;9698;8890;000:23:05:00;000:23:31:00;0;0;1;0;0;7800
524321;8;9698;8890;000:23:35:00;001:00:01:00;0;0;1;0;0;7800
589841;9;8880;8890;000:04:32:00;000:05:12:00;0;0;1;0;0;12000
589825;9;8880;8890;000:04:57:00;000:05:38:06;0;0;1;0;0;12330
589826;9;8880;8890;000:05:32:00;000:06:14:06;0;0;1;0;0;12630
589859;9;8880;8890;000:05:57:00;000:06:38:06;0;0;1;0;0;12330
589827;9;8880;8890;000:06:32:00;000:07:21:15;0;0;1;0;0;14775
589832;9;8880;8890;000:06:55:00;000:07:44:15;0;0;1;0;0;14775
589830;9;8880;8890;000:07:27:00;000:08:16:15;0;0;1;0;0;14775
589831;9;8880;8890;000:07:57:00;000:08:46:15;0;0;1;0;0;14775
