* Konfiguration
*
* Populationsgroesse festlegen
* Definiert die Größe der Population für die Lösung mit Simulated Annealing. Default: 1000
? sa.population_size=1000
* Definiert die Größe der Population für die Lösung mit Ant Colony Optimization. Default: 10000
? aco.population_size=1000
*
* Maximale Anzahl von Umläufen
* Die grösste erwartete Anzahl von Umläufen in einer Lösung. Zu kleine Werte führen dazu, dass das Programm nicht korrekt arbeitet.
* Zu grosse Werte führen zu einem unnötig großen Speicherverbrauch.
* Default: 700
? aco.max_num_of_circulations=10710
*
* Maximale Länge eines Umlaufs.
* Beeinflusst den Speicherbedarf.
* Default: 50
? aco.max_circulation_length=40
? sa.max_circulation_length=120
*
* Verbindungsfahrten überprüfen
* Die Input-Datei enthält möglicherweise Verbindungsfahrten, deren Dauer oder Laufzeit mit 0 angegeben ist. Wenn 'check_emtpy_trips'
* gleich 'true' ist wird dies überprüft und falls nötig werden die Dauer bzw. die Laufzeit mit Durchschnittswerden überschrieben.
? check_emtpy_trips=true
*
* Servicefahrten überprüfen
* Die Input-Datei enthält möglicherweise nicht für alle Haltestellen, an denen Servicefahrten enden eine Verbindungsfahrt zu einem
* in der Input-Datei definierten Depot. Wenn 'check_service_trips' gleich 'true' ist wird dies überprüft und falls nötig werden
* neue Verbindungsfahrten erzeugt, die die Haltestellen der betroffenen Servicefahrten mit Depots verbinden.
? check_service_trips=true
*
* Depots festlegen
* Definiert, nach welchem Verfahren die Depots festgelegt werden.
* no_service_trip:	Jede Haltestelle, an der keine Servicefahrten ankommen oder abgehen wird als Depot angesehen.
* one_digit_id:		Jede Haltestelle mit einstelliger Legacy-Id wird als Depot angesehen.
*?depot_detection_mode=no_service_trip
?depot_detection_mode=one_digit_id
*
* Haltestellennamen
* true: Die Haltestellennamen werden durch zufällig ausgewählte Strassennamen ersetzt.
?use_random_streetnames=false
*?use_random_streetnames=true
*
* Ladestationen
* Definiert, nach welchem Verfahren die Ladestationen festgelegt werden.
* no_charging_stations: 	Es wird ein VSP für konventionelle Fahrzeuge gelöst. Keine Ladestationen & unbegrenzte Batteriekapazität.
* random_stops:				Zufällig ausgewählte Haltestellen werden zu Ladestationen (prozentualer Anteil: charging_station_ratio).
* veh_capacity_at_stops: 	Jede Haltestelle mit einer VehCapacityForCharging > 0 wird zu Ladestation.
* veh_type_entry:			Jede Haltestelle mit einem Eintrag im Block VEHTYPETOCHARGINGSTATION wird zu Ladestation.
*?charging_station_detection_mode=no_charging_stations
?charging_station_detection_mode=random_stops
*?charging_station_detection_mode=veh_capacity_at_stops
*?charging_station_detection_mode=veh_type_entry
*
* Anteil der Ladestationen
* Prozentualer Anteil von Ladestationen an der Gesamtanzahl der Bushaltestellen im Bereich 0-100. Nur relevant, wenn 
* 'charging_station_detection_mode' gleich 'random' ist. Default: 10%
* 0:   Über die Depots hinaus gibt es keine Ladestationen.
* 100: Jede Bushaltestelle ist auch eine Ladestation.
?charging_station_ratio=10
*
$CHARGINGSYSTEM:ID;Name
0;Plugin
1;Panthograph/Overhead
2;Battery Change
3;Induction
*
$STOPPOINT:ID;Code;Name;VehCapacityForCharging
83;83;83;;;;;;;;
85;85;85;;;;;;;;
88;88;88;;;;;;;;
92;92;92;;;;;;;;
94;94;94;;;;;;;;
20;20;20;;;;;;;;
22;22;22;;;;;;;;
24;24;24;;;;;;;;
25;25;25;;;;;;;;
27;27;27;;;;;;;;
29;29;29;;;;;;;;
32;32;32;;;;;;;;
34;34;34;;;;;;;;
36;36;36;;;;;;;;
37;37;37;;;;;;;;
38;38;38;;;;;;;;
39;39;39;;;;;;;;
40;40;40;;;;;;;;
42;42;42;;;;;;;;
43;43;43;;;;;;;;
45;45;45;;;;;;;;
46;46;46;;;;;;;;
47;47;47;;;;;;;;
49;49;49;;;;;;;;
50;50;50;;;;;;;;
51;51;51;;;;;;;;
52;52;52;;;;;;;;
54;54;54;;;;;;;;
55;55;55;;;;;;;;
57;57;57;;;;;;;;
59;59;59;;;;;;;;
60;60;60;;;;;;;;
61;61;61;;;;;;;;
62;62;62;;;;;;;;
63;63;63;;;;;;;;
65;65;65;;;;;;;;
66;66;66;;;;;;;;
67;67;67;;;;;;;;
69;69;69;;;;;;;;
71;71;71;;;;;;;;
72;72;72;;;;;;;;
74;74;74;;;;;;;;
76;76;76;;;;;;;;
78;78;78;;;;;;;;
80;80;80;;;;;;;;
81;81;81;;;;;;;;
82;82;82;;;;;;;;
84;84;84;;;;;;;;
86;86;86;;;;;;;;
87;87;87;;;;;;;;
89;89;89;;;;;;;;
90;90;90;;;;;;;;
91;91;91;;;;;;;;
93;93;93;;;;;;;;
98;98;98;;;;;;;;
179;179;179;;;;;;;;
*
$VEHICLETYPE:ID;Code;Name;VehCharacteristic;VehClass;CurbWeightKg;VehCost;KmCost;HourCost;Capacity;BatteryCapacity;ConsumptionPerServiceJourneyKm;ConsumptionPerDeadheadKm;RechargingCost;SlowRechargingTime;FastRechargingTime;ChargingSystem
1;RB_BEV_BYD_12m;BYD_ebus;1;12m;13300;100000;1;100;1000;324;1,296;1,296;1000;18000;5760;0,2
2;RB_BEV_BYD_12m;BYD_40-ft Electric Transit Bus (2014);1;12m;14500;100000;1;100;1000;324;1,296;1,296;1000;14400;5760;0,2
3;AB_BEV_BYD_18m;BYD_60-ft Electric Transit Bus (2014);2;18m;21500;100000;1;100;1000;547,5;1,990909091;1,990909091;1000;10800;7200;0,2
4;RB_BEV_Siemens+Rampini_8m;Siemens+Rampini_ebus;1;8m;8500;100000;1;100;1000;96;0,8;0,8;1000;-;360;0,1,2
5;RB_BEV_Solaris_9m;Solaris_urbino electric 8.9 LE;1;8m;-;100000;1;100;1000;90;0,3;0,3;1000;-;420;0,1
6;RB_BEV_Solaris_12m;Solaris_urbino electric 12 (Braunschweig);1;12m;13000;100000;1;100;1000;90;0,6;0,6;1000;-;420;0,1
7;RB_BEV_Solaris_12m;Solaris_urbino electric 12;1;12m;-;100000;1;100;1000;90;0,6;0,6;1000;-;420;0,1
8;AB_BEV_Solaris_18m;Solaris_urbino electric 18;2;18m;-;100000;1;100;1000;90;0,3;0,3;1000;-;420;0,1
9;AB_FCBEV_Solaris_19m;Solaris_urbino electric 18.75;2;18m;-;100000;1;100;1000;120;0,4;0,4;1000;-;420;0,1
*
$VEHICLETYPEGROUP:ID;Code;Name
1;1;EBus
2;2;EBus_w_Range_Extension
*
$VEHTYPETOVEHTYPEGROUP:VehTypeID;VehTypeGroupID
1;1
2;1
3;1
4;1
5;1
6;1
7;1
8;1
9;1
*
$VEHTYPECAPTOSTOPPOINT:VehTypeID;StoppointID;Min;Max;;;;;;;
*
$VEHTYPETOCHARGINGSTATION:VehTypeID;StoppointID
1;672
1;753
1;717
1;426
1;346
1;628
1;321
1;649
1;175
1;1184
1;116
1;571
1;935
1;785
1;596
1;767
1;680
1;637
1;103
1;851
1;1222
1;4
*
$SERVICEJOURNEY:ID;LineID;FromStopID;ToStopID;DepTime;ArrTime;MinAheadTime;MinLayoverTime;VehTypeGroupID;MaxShiftBackwardSeconds;MaxShiftForwardSeconds;Distance
1311149;20;377;571;000:04:55:00;000:05:21:00;0;0;1;0;0;7800
1311151;20;377;813;000:05:10:00;000:05:19:00;0;0;1;0;0;2700
1311153;20;571;1355;000:05:14:00;000:05:55:00;0;0;1;0;0;12300
1311155;20;377;571;000:05:15:00;000:05:41:00;0;0;1;0;0;7800
1311157;20;813;571;000:05:24:00;000:05:58:00;0;0;1;0;0;10200
1311159;20;377;813;000:05:30:00;000:05:39:00;0;0;1;0;0;2700
1311161;20;571;1355;000:05:34:00;000:06:15:00;0;0;1;0;0;12300
1311163;20;377;571;000:05:42:00;000:06:08:00;0;0;1;0;0;7800
1311165;20;571;1355;000:05:44:00;000:06:25:00;0;0;1;0;0;12300
1311167;20;813;571;000:05:44:00;000:06:18:00;0;0;1;0;0;10200
1311169;20;571;1355;000:05:54:00;000:06:35:00;0;60;1;0;0;12300
1311171;20;1355;571;000:05:55:00;000:06:38:00;0;360;1;0;0;12900
1311173;20;377;571;000:06:02:00;000:06:28:00;0;0;1;0;0;7800
1311175;20;571;1355;000:06:04:00;000:06:45:00;0;60;1;0;0;12300
1311177;20;1355;571;000:06:05:00;000:06:48:00;0;360;1;0;0;12900
1311179;20;571;1355;000:06:14:00;000:06:55:00;0;60;1;0;0;12300
1311181;20;1355;571;000:06:15:00;000:06:58:00;0;360;1;0;0;12900
1311183;20;571;1355;000:06:24:00;000:07:05:00;0;60;1;0;0;12300
1311185;20;1355;571;000:06:25:00;000:07:08:00;0;360;1;0;0;12900
1311187;20;571;1355;000:06:34:00;000:07:15:00;0;60;1;0;0;12300
1311189;20;1355;571;000:06:35:00;000:07:18:00;0;360;1;0;0;12900
1311191;20;571;1355;000:06:44:00;000:07:25:00;0;60;1;0;0;12300
1311193;20;1355;571;000:06:45:00;000:07:28:00;0;360;1;0;0;12900
1311195;20;571;1355;000:06:54:00;000:07:35:00;0;60;1;0;0;12300
1311197;20;1355;571;000:06:55:00;000:07:38:00;0;360;1;0;0;12900
1311199;20;571;1355;000:07:04:00;000:07:45:00;0;60;1;0;0;12300
1311201;20;1355;571;000:07:05:00;000:07:48:00;0;360;1;0;0;12900
1311203;20;571;1355;000:07:14:00;000:07:55:00;0;60;1;0;0;12300
1311205;20;1355;571;000:07:15:00;000:07:58:00;0;360;1;0;0;12900
1311207;20;571;1355;000:07:24:00;000:08:05:00;0;60;1;0;0;12300
1311209;20;1355;571;000:07:25:00;000:08:08:00;0;360;1;0;0;12900
1311211;20;571;1355;000:07:34:00;000:08:15:00;0;60;1;0;0;12300
1311213;20;1355;571;000:07:35:00;000:08:18:00;0;360;1;0;0;12900
1311215;20;571;1355;000:07:44:00;000:08:25:00;0;60;1;0;0;12300
1311217;20;1355;571;000:07:45:00;000:08:28:00;0;360;1;0;0;12900
1311219;20;571;1355;000:07:54:00;000:08:35:00;0;60;1;0;0;12300
1311221;20;1355;571;000:07:55:00;000:08:38:00;0;60;1;0;0;12900
1311223;20;571;1355;000:08:04:00;000:08:45:00;0;60;1;0;0;12300
1311225;20;1355;571;000:08:05:00;000:08:48:00;0;60;1;0;0;12900
1311227;20;571;1355;000:08:14:00;000:08:55:00;0;60;1;0;0;12300
1311229;20;1355;571;000:08:15:00;000:08:58:00;0;60;1;0;0;12900
1311231;20;571;1355;000:08:24:00;000:09:05:00;0;60;1;0;0;12300
1311233;20;1355;571;000:08:25:00;000:09:08:00;0;60;1;0;0;12900
1311235;20;571;1355;000:08:34:00;000:09:15:00;0;60;1;0;0;12300
1311237;20;1355;571;000:08:35:00;000:09:18:00;0;60;1;0;0;12900
1311239;20;571;1355;000:08:44:00;000:09:25:00;0;60;1;0;0;12300
1311241;20;1355;571;000:08:45:00;000:09:28:00;0;60;1;0;0;12900
1311243;20;571;1355;000:08:54:00;000:09:35:00;0;60;1;0;0;12300
1311245;20;1355;571;000:08:55:00;000:09:38:00;0;60;1;0;0;12900
1311247;20;571;1355;000:09:04:00;000:09:45:00;0;60;1;0;0;12300
1311249;20;1355;571;000:09:05:00;000:09:48:00;0;60;1;0;0;12900
1311251;20;571;1355;000:09:14:00;000:09:55:00;0;60;1;0;0;12300
1311253;20;1355;571;000:09:15:00;000:09:58:00;0;60;1;0;0;12900
1311255;20;571;1355;000:09:24:00;000:10:05:00;0;60;1;0;0;12300
1311257;20;1355;571;000:09:25:00;000:10:08:00;0;60;1;0;0;12900
1311259;20;571;1355;000:09:34:00;000:10:15:00;0;60;1;0;0;12300
1311261;20;1355;571;000:09:35:00;000:10:18:00;0;60;1;0;0;12900
1311263;20;571;1355;000:09:44:00;000:10:25:00;0;60;1;0;0;12300
1311265;20;1355;571;000:09:45:00;000:10:28:00;0;60;1;0;0;12900
1311267;20;571;1355;000:09:54:00;000:10:35:00;0;60;1;0;0;12300
1311269;20;1355;571;000:09:55:00;000:10:38:00;0;60;1;0;0;12900
1311271;20;571;1355;000:10:04:00;000:10:45:00;0;60;1;0;0;12300
1311273;20;1355;571;000:10:05:00;000:10:48:00;0;60;1;0;0;12900
1311275;20;571;1355;000:10:14:00;000:10:55:00;0;60;1;0;0;12300
1311277;20;1355;571;000:10:15:00;000:10:58:00;0;60;1;0;0;12900
1311279;20;571;1355;000:10:24:00;000:11:05:00;0;60;1;0;0;12300
1311281;20;1355;571;000:10:25:00;000:11:08:00;0;60;1;0;0;12900
1311283;20;571;1355;000:10:34:00;000:11:15:00;0;60;1;0;0;12300
1311285;20;1355;571;000:10:35:00;000:11:18:00;0;60;1;0;0;12900
1311287;20;571;1355;000:10:44:00;000:11:25:00;0;60;1;0;0;12300
1311289;20;1355;571;000:10:45:00;000:11:28:00;0;60;1;0;0;12900
1311291;20;571;1355;000:10:54:00;000:11:35:00;0;60;1;0;0;12300
1311293;20;1355;571;000:10:55:00;000:11:38:00;0;60;1;0;0;12900
1311295;20;571;1355;000:11:04:00;000:11:45:00;0;60;1;0;0;12300
1311297;20;1355;571;000:11:05:00;000:11:48:00;0;60;1;0;0;12900
1311299;20;571;1355;000:11:14:00;000:11:55:00;0;60;1;0;0;12300
1311301;20;1355;571;000:11:15:00;000:11:58:00;0;60;1;0;0;12900
1311303;20;571;1355;000:11:24:00;000:12:05:00;0;60;1;0;0;12300
1311305;20;1355;571;000:11:25:00;000:12:08:00;0;60;1;0;0;12900
1311307;20;571;1355;000:11:34:00;000:12:15:00;0;60;1;0;0;12300
1311309;20;1355;571;000:11:35:00;000:12:18:00;0;60;1;0;0;12900
1311311;20;571;1355;000:11:44:00;000:12:25:00;0;60;1;0;0;12300
1311313;20;1355;571;000:11:45:00;000:12:28:00;0;60;1;0;0;12900
1311315;20;571;1355;000:11:54:00;000:12:35:00;0;60;1;0;0;12300
1311317;20;1355;571;000:11:55:00;000:12:38:00;0;60;1;0;0;12900
1311319;20;571;1355;000:12:04:00;000:12:45:00;0;60;1;0;0;12300
1311321;20;1355;571;000:12:05:00;000:12:48:00;0;60;1;0;0;12900
1311323;20;571;1355;000:12:14:00;000:12:55:00;0;60;1;0;0;12300
1311325;20;1355;571;000:12:15:00;000:12:58:00;0;60;1;0;0;12900
1311327;20;571;1355;000:12:24:00;000:13:05:00;0;60;1;0;0;12300
1311329;20;1355;571;000:12:25:00;000:13:08:00;0;60;1;0;0;12900
1311331;20;571;1355;000:12:34:00;000:13:15:00;0;60;1;0;0;12300
1311333;20;1355;571;000:12:35:00;000:13:18:00;0;60;1;0;0;12900
1311335;20;571;1355;000:12:44:00;000:13:25:00;0;60;1;0;0;12300
1311337;20;1355;571;000:12:45:00;000:13:28:00;0;60;1;0;0;12900
1311339;20;571;1355;000:12:54:00;000:13:35:00;0;60;1;0;0;12300
1311341;20;1355;571;000:12:55:00;000:13:38:00;0;60;1;0;0;12900
1311343;20;571;1355;000:13:04:00;000:13:45:00;0;60;1;0;0;12300
1311345;20;1355;571;000:13:05:00;000:13:48:00;0;60;1;0;0;12900
1311347;20;571;1355;000:13:14:00;000:13:55:00;0;60;1;0;0;12300
1311349;20;1355;571;000:13:15:00;000:13:58:00;0;60;1;0;0;12900
1311351;20;571;1355;000:13:24:00;000:14:05:00;0;60;1;0;0;12300
1311353;20;1355;571;000:13:25:00;000:14:08:00;0;60;1;0;0;12900
1311355;20;571;1355;000:13:34:00;000:14:15:00;0;60;1;0;0;12300
1311357;20;1355;571;000:13:35:00;000:14:18:00;0;60;1;0;0;12900
1311359;20;571;1355;000:13:44:00;000:14:25:00;0;60;1;0;0;12300
1311361;20;1355;571;000:13:45:00;000:14:28:00;0;60;1;0;0;12900
1311363;20;571;1355;000:13:54:00;000:14:35:00;0;60;1;0;0;12300
1311365;20;1355;571;000:13:55:00;000:14:38:00;0;60;1;0;0;12900
1311367;20;571;1355;000:14:04:00;000:14:45:00;0;60;1;0;0;12300
1311369;20;1355;571;000:14:05:00;000:14:48:00;0;60;1;0;0;12900
1311371;20;571;1355;000:14:14:00;000:14:55:00;0;60;1;0;0;12300
1311373;20;1355;571;000:14:15:00;000:14:58:00;0;60;1;0;0;12900
1311375;20;571;1355;000:14:24:00;000:15:05:00;0;60;1;0;0;12300
1311377;20;1355;571;000:14:25:00;000:15:08:00;0;60;1;0;0;12900
1311379;20;571;1355;000:14:34:00;000:15:15:00;0;60;1;0;0;12300
1311381;20;1355;571;000:14:35:00;000:15:18:00;0;60;1;0;0;12900
1311383;20;571;1355;000:14:44:00;000:15:25:00;0;60;1;0;0;12300
1311385;20;1355;571;000:14:45:00;000:15:28:00;0;60;1;0;0;12900
1311387;20;571;1355;000:14:54:00;000:15:35:00;0;60;1;0;0;12300
1311389;20;1355;571;000:14:55:00;000:15:38:00;0;360;1;0;0;12900
1311391;20;571;1355;000:15:04:00;000:15:45:00;0;60;1;0;0;12300
1311393;20;1355;571;000:15:05:00;000:15:48:00;0;360;1;0;0;12900
1311395;20;571;1355;000:15:14:00;000:15:55:00;0;60;1;0;0;12300
1311397;20;1355;571;000:15:15:00;000:15:58:00;0;360;1;0;0;12900
1311399;20;571;1355;000:15:24:00;000:16:05:00;0;60;1;0;0;12300
1311401;20;1355;571;000:15:25:00;000:16:08:00;0;360;1;0;0;12900
1311403;20;571;1355;000:15:34:00;000:16:15:00;0;60;1;0;0;12300
1311405;20;1355;571;000:15:35:00;000:16:18:00;0;360;1;0;0;12900
1311407;20;571;1355;000:15:44:00;000:16:25:00;0;60;1;0;0;12300
1311409;20;1355;571;000:15:45:00;000:16:28:00;0;360;1;0;0;12900
1311411;20;571;1355;000:15:54:00;000:16:35:00;0;60;1;0;0;12300
1311413;20;1355;571;000:15:55:00;000:16:38:00;0;360;1;0;0;12900
1311415;20;571;1355;000:16:04:00;000:16:45:00;0;60;1;0;0;12300
1311417;20;1355;571;000:16:05:00;000:16:48:00;0;360;1;0;0;12900
1311419;20;571;1355;000:16:14:00;000:16:55:00;0;60;1;0;0;12300
1311421;20;1355;571;000:16:15:00;000:16:58:00;0;360;1;0;0;12900
1311423;20;571;1355;000:16:24:00;000:17:05:00;0;60;1;0;0;12300
1311425;20;1355;571;000:16:25:00;000:17:08:00;0;360;1;0;0;12900
1311427;20;571;1355;000:16:34:00;000:17:15:00;0;60;1;0;0;12300
1311429;20;1355;571;000:16:35:00;000:17:18:00;0;360;1;0;0;12900
1311431;20;571;1355;000:16:44:00;000:17:25:00;0;60;1;0;0;12300
1311433;20;1355;571;000:16:45:00;000:17:28:00;0;360;1;0;0;12900
1311435;20;571;1355;000:16:54:00;000:17:35:00;0;60;1;0;0;12300
1311437;20;1355;571;000:16:55:00;000:17:38:00;0;360;1;0;0;12900
1311439;20;571;1355;000:17:04:00;000:17:45:00;0;60;1;0;0;12300
1311441;20;1355;571;000:17:05:00;000:17:48:00;0;360;1;0;0;12900
1311443;20;571;1355;000:17:14:00;000:17:55:00;0;60;1;0;0;12300
1311445;20;1355;571;000:17:15:00;000:17:58:00;0;360;1;0;0;12900
1311447;20;571;1355;000:17:24:00;000:18:05:00;0;60;1;0;0;12300
1311449;20;1355;571;000:17:25:00;000:18:08:00;0;360;1;0;0;12900
1311451;20;571;1355;000:17:34:00;000:18:15:00;0;60;1;0;0;12300
1311453;20;1355;571;000:17:35:00;000:18:18:00;0;360;1;0;0;12900
1311455;20;571;1355;000:17:44:00;000:18:25:00;0;60;1;0;0;12300
1311457;20;1355;571;000:17:45:00;000:18:28:00;0;360;1;0;0;12900
1311459;20;571;1355;000:17:54:00;000:18:35:00;0;60;1;0;0;12300
1311461;20;1355;571;000:17:55:00;000:18:38:00;0;60;1;0;0;12900
1311463;20;571;1355;000:18:04:00;000:18:45:00;0;60;1;0;0;12300
1311465;20;1355;571;000:18:05:00;000:18:48:00;0;60;1;0;0;12900
1311467;20;571;1355;000:18:14:00;000:18:55:00;0;60;1;0;0;12300
1311469;20;1355;571;000:18:15:00;000:18:58:00;0;60;1;0;0;12900
1311471;20;571;1355;000:18:24:00;000:19:05:00;0;60;1;0;0;12300
1311473;20;1355;571;000:18:25:00;000:19:08:00;0;60;1;0;0;12900
1311475;20;571;1355;000:18:34:00;000:19:15:00;0;60;1;0;0;12300
1311477;20;1355;571;000:18:35:00;000:19:18:00;0;60;1;0;0;12900
1311479;20;571;1355;000:18:44:00;000:19:25:00;0;60;1;0;0;12300
1311481;20;1355;571;000:18:45:00;000:19:28:00;0;60;1;0;0;12900
1311483;20;571;1355;000:18:54:00;000:19:35:00;0;60;1;0;0;12300
1311485;20;1355;571;000:18:55:00;000:19:38:00;0;60;1;0;0;12900
1311487;20;571;1355;000:19:04:00;000:19:45:00;0;60;1;0;0;12300
1311489;20;1355;571;000:19:05:00;000:19:48:00;0;60;1;0;0;12900
1311491;20;571;1355;000:19:14:00;000:19:55:00;0;60;1;0;0;12300
1311493;20;1355;571;000:19:15:00;000:19:58:00;0;60;1;0;0;12900
1311495;20;571;377;000:19:24:00;000:19:50:00;0;0;1;0;0;7800
1311497;20;1355;571;000:19:25:00;000:20:08:00;0;60;1;0;0;12900
1311499;20;571;1355;000:19:34:00;000:20:15:00;0;0;1;0;0;12300
1311501;20;1355;571;000:19:35:00;000:20:18:00;0;60;1;0;0;12900
1311503;20;571;377;000:19:44:00;000:20:10:00;0;60;1;0;0;7800
1311505;20;1355;571;000:19:45:00;000:20:28:00;0;60;1;0;0;12900
1311507;20;571;1355;000:19:54:00;000:20:35:00;0;0;1;0;0;12300
1311509;20;1355;377;000:19:55:00;000:20:12:00;0;60;1;0;0;5100
1311511;20;1355;571;000:20:01:00;000:20:38:00;0;60;1;0;0;11100
1311513;20;571;1355;000:20:02:00;000:20:41:00;0;0;1;0;0;11700
